"gene","logFC","logCPM","PValue","FDR"
"CNNM4|26504",-0.0754724102049067,5.89311962628927,0.387239244361781,0.522254083370736
"SUSD4|55061",-0.157028121633731,5.47874921483557,0.387738861306856,0.522861611143384
"HIP1R|9026",0.114150937481947,4.93844924802373,0.387757620576495,0.522861611143384
"HSP90AA1|3320",-0.0813618897074648,9.89156708242379,0.387809197193814,0.522885371472511
"USP19|10869",-0.0659058557871458,6.58820520149615,0.387926314101054,0.522997488254433
"INTS6|26512",0.0778337524989004,5.16607905730612,0.388398557693942,0.52358832092524
"SLFNL1|200172",-0.151304965800732,-0.0127408573644963,0.388488905667952,0.523664273317646
"RNF170|81790",-0.0828417579306745,4.79220231230451,0.388650600302012,0.523836375846887
"ETV6|2120",-0.0785160758420157,6.51407830952382,0.38873700284997,0.523906975922168
"CHRNE|1145",-0.153394711452915,1.18159144881192,0.388858632057448,0.52402503500942
"COG7|91949",-0.0642978393493153,5.15073738508798,0.388918905880999,0.524060398290296
"SLC46A1|113235",0.114929235994258,4.75355683918235,0.389126773689061,0.52429461790514
"NFIA|4774",-0.109875454053679,6.44298241245152,0.389239832853841,0.524368776643922
"ISG20L2|81875",-0.0565706270514903,5.65540688164698,0.389249917904843,0.524368776643922
"CXCL1|2919",-0.267639342207046,4.1561026694808,0.389284667244288,0.524369715788558
"ACOX3|8310",0.091365663921385,3.59558080240179,0.389453699368892,0.524551518987279
"RASA2|5922",-0.0970863692561967,2.26866293344711,0.389564490290138,0.524654852718019
"DOCK2|1794",-0.134870730263867,3.69700003757863,0.38960228827576,0.524659872073321
"TCTN3|26123",0.0635720232118131,6.11700871095635,0.389922318236127,0.525033866823423
"GPR172A|79581",0.10147689170397,6.9631060163698,0.389948200198681,0.525033866823423
"FLYWCH2|114984",-0.0985198863573628,4.36073800655606,0.390004254720966,0.525063430534023
"KHDRBS1|10657",-0.0436818933472285,7.65078798566697,0.390300952866362,0.525416939696574
"CCDC14|64770",-0.0881231272803851,5.49505875339412,0.390443892875882,0.525562251979598
"GTF2H1|2965",-0.0821821012930858,5.13752586216731,0.390477155977569,0.525562251979598
"?|90288",-0.200020125752913,1.98727059671157,0.39055851770267,0.525625818397432
"ZNF287|57336",0.0744753835621348,2.31229439628871,0.390720343267158,0.525797654983044
"TCF7|6932",0.139148314594363,4.85981146965122,0.391067569196518,0.526218935517056
"LRP2|4036",-0.339416542344505,4.38988199365189,0.391510172173818,0.526764947416941
"LOC338799|338799",0.13868268517737,4.36621290657348,0.391541761681558,0.526764947416941
"PPP1R13B|23368",-0.0878910545063216,6.40753945865834,0.391693722374412,0.526923353790824
"SLC11A1|6556",-0.116736036421989,3.88850083226319,0.391807555230555,0.526982673916388
"ANKRD54|129138",-0.0829959946912848,4.36208591445139,0.391817558439575,0.526982673916388
"SLC25A42|284439",-0.100703687549199,4.06514646123576,0.391840484209536,0.526982673916388
"ARMC5|79798",0.0780053885351867,4.30195044018654,0.391934871714758,0.527063583052621
"MTRR|4552",-0.0732863828869327,5.15792200500716,0.392152258066364,0.527309869190005
"MPHOSPH10|10199",-0.0537913215162835,5.10022980773961,0.392427906403233,0.52753093650067
"TNS3|64759",0.109347537488335,7.99313123331761,0.392468098729559,0.52753093650067
"SHPK|23729",0.0865400737972893,4.07780325561249,0.392490531118927,0.52753093650067
"CD70|970",0.29507212870232,0.470470967751692,0.392505326349522,0.52753093650067
"PLEKHG4|25894",-0.160999379104733,4.81759227789413,0.39251589595853,0.52753093650067
"CDC42SE1|56882",-0.0741473760670583,6.99066589177367,0.392582541806979,0.52753093650067
"SCARF1|8578",0.0940634461625129,2.82080679740782,0.392583653474555,0.52753093650067
"B3GALT1|8708",-0.293990751930331,-0.353712403403744,0.392590722274023,0.52753093650067
"ZCCHC12|170261",-0.260336759697666,1.8943896081813,0.392710046540957,0.52764523223839
"TSEN34|79042",-0.0855611893914947,5.98648535692362,0.392879798904324,0.527791926584187
"PRSS22|64063",0.18221012276651,3.55224947328246,0.392887775468182,0.527791926584187
"ZNF611|81856",0.102296531022685,3.25443454675839,0.392957722363498,0.527839843569043
"C8ORFK29|340393",-0.166521963274658,0.295892610038048,0.393066843851686,0.527921924938079
"TCN2|6948",-0.14023284714766,5.22117686951976,0.393087394723035,0.527921924938079
"TRPM7|54822",-0.0794524920168007,5.02024804605203,0.393202820112776,0.527998630849964
"RASGRP4|115727",0.152508509427621,1.58427625946123,0.393213085173543,0.527998630849964
"USP16|10600",-0.0706959084385601,5.20811016611454,0.393282413363302,0.528004249613797
"PCP4|5121",0.323844014822134,3.94386484224399,0.393285846033525,0.528004249613797
"RBM8A|9939",-0.0660149066106859,6.67285798417407,0.393342159832873,0.528033817388755
"RMND1|55005",-0.0967722088430595,4.19128960420947,0.393581263685643,0.528303001434531
"C5orf4|10826",0.134323549991911,4.84068149086627,0.393611295243741,0.528303001434531
"PLIN5|440503",-0.1977757346323,1.3819549306975,0.393975630496655,0.528745924177967
"LOC728323|728323",-0.116084394938371,0.393098178446362,0.394011891982687,0.528748507594022
"SCARB1|949",0.100843985156661,5.84431120472224,0.394298439340615,0.529086935117299
"AGPAT2|10555",0.123790565371274,6.42562567681616,0.394458579105021,0.52923185625693
"PREPL|9581",0.0646774966307464,6.61557730488409,0.39451172216319,0.52923185625693
"ZNF649|65251",0.100884478137508,4.24332883588231,0.394518204012302,0.52923185625693
"C11orf61|79684",0.09044685759023,3.79691328764704,0.394543912580659,0.52923185625693
"COX15|1355",-0.0649052380392638,5.6062896512871,0.394900509351007,0.529618351792422
"CCDC18|343099",-0.12093237350716,1.73152869034999,0.394900832215117,0.529618351792422
"PSEN1|5663",0.0611429275792326,6.40003574295099,0.395030588742075,0.529746236701141
"TMEM67|91147",0.0960639844867464,4.29916316522815,0.395078043950832,0.529763740752251
"CCDC74A|90557",-0.158338474464985,3.98035661579418,0.395161427607427,0.529829414342774
"KLHL25|64410",0.102317261522147,3.95517207627805,0.395221526228597,0.529863858818924
"IPMK|253430",0.10792100744118,1.36973548669773,0.39527755500358,0.529892841429453
"NME7|29922",-0.0802013130351812,4.24721609945655,0.39540113565261,0.530012368376962
"RANBP9|10048",-0.066096050689214,6.04757101034626,0.395635561970116,0.530280443796485
"CDNF|441549",0.152888319502048,-0.0276736220588825,0.395833235152019,0.530462987091379
"NUBPL|80224",-0.0847010827437701,3.96762258926265,0.395863467629246,0.530462987091379
"ZNF23|7571",0.0768150952881846,2.86308568637311,0.395875098880065,0.530462987091379
"BOD1|91272",-0.082084476716369,5.8818058178666,0.396060895358395,0.530665772872525
"ESRRG|2104",0.201100820223978,2.5834490577664,0.396137452099736,0.530722170252639
"DIO3|1735",-0.250793402632173,-0.22133500408487,0.396752710208379,0.531500216137349
"SSH2|85464",0.0849986525289517,4.28424998873728,0.396914637873557,0.531670886274783
"OSCAR|126014",-0.129661725637565,2.66071276958367,0.397002862902679,0.531680626739878
"ZNF704|619279",-0.119637383901696,4.62364698530283,0.397009029220905,0.531680626739878
"TCEAL3|85012",-0.0810972554718871,4.61195201380528,0.397025490413784,0.531680626739878
"MPL|4352",0.117812774241004,0.647858299373988,0.397120629940176,0.531761789604241
"C15orf39|56905",-0.0858285251019616,7.27294357461324,0.397182429047439,0.531798297965526
"ADCY3|109",-0.0978935625909272,5.72810350873856,0.397404793662815,0.532049766789575
"ANKHD1|54882",-0.0765983796340447,6.91797163806894,0.397513209842181,0.532148649774819
"ANKDD1A|348094",-0.116545336697328,2.6279143240758,0.397550018957426,0.532151663936492
"AKAP3|10566",-0.180985051379546,2.20421650895693,0.397917819382717,0.532518814272603
"ERLIN2|11160",0.0956989192262233,6.19449356296992,0.397930525364017,0.532518814272603
"PRSS53|339105",0.124667056162365,0.74547391515142,0.397965313988037,0.532518814272603
"AMY2B|280",-0.192799532081573,2.60122746659808,0.397995609938499,0.532518814272603
"SERINC2|347735",-0.143149405759175,7.18294345884613,0.397997209783972,0.532518814272603
"BEST4|266675",-0.167931155118018,1.43603159030164,0.398195087054495,0.53273728458316
"DUSP9|1852",-0.22004555902194,2.90181798054941,0.398400289908585,0.532965516836269
"MRPS35|60488",0.111853661037848,6.7334640911583,0.398683757007064,0.533256605250465
"CPSF7|79869",-0.0557421765235077,7.1463395589323,0.398687141778596,0.533256605250465
"C11orf17|56672",0.0739736641245534,3.68957899580316,0.398809027720944,0.533341701580702
"RPL13|6137",-0.121740569090151,10.5891778833853,0.398820033359425,0.533341701580702
"SENP6|26054",-0.0684290141507029,5.97688935642545,0.398938037740871,0.533453181935714
"MOCS3|27304",0.0691736751034382,4.71311616870232,0.399056780511052,0.533541109326654
"FAM108A1|81926",-0.0703627283791931,5.39011327370892,0.399110464183401,0.533541109326654
"SSH3|54961",-0.0818016654897976,6.34332006481204,0.399111546152279,0.533541109326654
"KAZALD1|81621",0.206071359327578,3.65393800563915,0.399167161884633,0.533541109326654
"FREM1|158326",-0.256020211237106,1.94290132645742,0.399177032310695,0.533541109326654
"TIRAP|114609",-0.0983835198083589,2.60654448231271,0.399371640809283,0.533754894707702
"CYCS|54205",-0.0961871139231003,7.45335276242463,0.399544076302087,0.53393901162682
"RAB33B|83452",-0.0764866259265985,4.02734583637439,0.399606231998086,0.533975734687481
"NCOA6|23054",0.0724437422644619,6.98056048493525,0.399993531025268,0.534446888005041
"RDX|5962",-0.079099818044361,6.25695782895625,0.400229008750189,0.53469928961642
"RAB11FIP4|84440",0.138771762710071,6.38572258963367,0.400251880733066,0.53469928961642
"SLC25A34|284723",-0.166466739292823,1.38298234809287,0.400436191598336,0.53487166880467
"GAPVD1|26130",0.0673066580847333,5.38556677780016,0.400478038385198,0.53487166880467
"HK1|3098",0.0695586874170868,6.75823763120795,0.400485118599769,0.53487166880467
"AVL9|23080",0.0799856618474242,4.07105025862147,0.400615507673454,0.534951582375221
"AVPI1|60370",0.0988308338129156,3.78263138201871,0.400647713275087,0.534951582375221
"KCND1|3750",0.161134951498559,3.34413167595417,0.400670814724315,0.534951582375221
"SH3RF2|153769",-0.169302047074053,3.98790638851614,0.400695648225902,0.534951582375221
"C5orf45|51149",-0.0894592615869351,2.86412182789064,0.400718650736942,0.534951582375221
"STK40|83931",0.110738230625324,6.75613922997259,0.401110673604811,0.535428507527781
"MTFR1|9650",-0.0921150092118501,4.59725220982649,0.401190235842217,0.535488293467478
"SLC9A9|285195",0.116485065918968,2.4761386699284,0.401334005163211,0.535633761961196
"PKD1L1|168507",0.227550606394932,0.222741358836753,0.401374651293483,0.535641585515933
"EEA1|8411",0.0788032029399305,4.79787162693809,0.401427294722921,0.535665416935724
"NCKAP1|10787",-0.0621770699308887,7.81265534057923,0.401523606716019,0.535747510598733
"RNF187|149603",-0.0664053191810052,7.36625285960129,0.401694853263314,0.535929565534723
"SH2D5|400745",0.180971433387289,-0.522123521863674,0.401882827630075,0.536133904762672
"GIGYF1|64599",0.0886602006554444,6.28271548160838,0.402034460675631,0.536289731457385
"ALG10B|144245",-0.0825426915585479,4.21938766131551,0.402072520706299,0.536294044725535
"LOC646851|646851",0.142391706101834,2.6998305391144,0.402164262206566,0.53636995268655
"RPS27A|6233",-0.0990115074656732,8.09340082582022,0.402314436444886,0.536523772998597
"TROVE2|6738",0.0614332758825453,5.5591714620608,0.402526933745445,0.536760673081582
"WDR31|114987",0.119201725054509,1.31131385058187,0.402866438076866,0.537166878512916
"TMEM5|10329",-0.0707235449464254,4.17320975511923,0.403042694425401,0.537332668583213
"ABCB7|22",-0.0656052614206966,4.45076929528133,0.403063265430626,0.537332668583213
"LAPTM4B|55353",0.102318979864312,9.78442040899206,0.403095459930728,0.537332668583213
"PYGB|5834",0.0847370921557976,7.1404236237691,0.403150046823645,0.537357973164195
"TP53TG3B|729355",-0.276543067351537,1.57847859458234,0.403184234167096,0.537357973164195
"NACA2|342538",0.189157875440837,0.651382635715067,0.403402509665442,0.53760235796955
"GGA3|23163",-0.0753169665323057,6.00566467772866,0.403489387919631,0.537671606487919
"PCDHB16|57717",0.193600954175786,2.60374225975558,0.403696488457737,0.537872487506615
"PCBP2|5094",-0.0626245894360988,9.29202609845979,0.403709994843916,0.537872487506615
"NMUR1|10316",-0.194073012614682,-0.290406124841356,0.40376341809579,0.537897125638643
"USP44|84101",-0.215967348604335,0.952497686662741,0.403947001224631,0.538095144624402
"MAGEA4|4103",-0.482694431990886,3.69100690961425,0.404026799318874,0.538154889949947
"GPR137|56834",-0.0632762377623336,5.62350527430866,0.404065593110481,0.538160012827218
"MRPL45|84311",-0.0922723190421371,5.48543765978657,0.404256759303668,0.538368056431478
"C18orf54|162681",-0.10282256821189,2.83976176420147,0.404349305210011,0.538438773958191
"C5orf51|285636",-0.0606481789606164,5.8808553185896,0.40441203224691,0.538438773958191
"CD3EAP|10849",0.0763298073053597,4.67382500246863,0.404449829409502,0.538438773958191
"FANCF|2188",-0.0760604244709385,4.74949633064242,0.404480960596349,0.538438773958191
"FAM73A|374986",0.0784567370560129,3.99564905428919,0.404484689729745,0.538438773958191
"ZMYM4|9202",-0.067529763752503,6.73066257692741,0.404740386355242,0.538732579262198
"STBD1|8987",0.114600008270459,3.66569921808452,0.404865111378439,0.538852018160465
"TMEM79|84283",0.100358067698804,3.83253644906108,0.405018463912117,0.539009534680036
"VPS37D|155382",-0.114383515090349,4.24680962168908,0.405069513607193,0.539030888354404
"C22orf39|128977",-0.0882798310899749,4.33078850500607,0.405151264101327,0.539093088732077
"STAC|6769",0.22998029129195,1.93208574918027,0.405223633478621,0.539142796953282
"AMZ1|155185",0.199161906672327,-0.173044762433374,0.405356261558303,0.539272662784994
"KCND2|3751",0.139123198875788,3.41740730592006,0.405398376819096,0.539282101299002
"ILF3|3609",0.0714539145274145,8.60964470036831,0.405469489661021,0.53933010894792
"PLCL1|5334",0.15534760677293,2.03469125473532,0.405518988285313,0.539349360909098
"LRRC37A2|474170",-0.13865820883938,2.54904399790765,0.405562796163366,0.53936104137833
"C19orf33|64073",0.168899105705441,7.00861924313058,0.405628326229505,0.539401605838354
"LDB1|8861",0.0739041398860861,7.23989395766374,0.405701360870743,0.539452141960847
"PPM1D|8493",-0.0773729001412933,4.1699673760161,0.405829111015078,0.53957541707142
"ZNF71|58491",-0.0819643067675691,3.6668133882586,0.405868537399502,0.539581249021405
"FMO4|2329",0.102906521942915,2.3025587139891,0.406127854299033,0.539839493438822
"PPP2R5B|5526",0.0889904876046738,4.22885227398911,0.406132900285003,0.539839493438822
"TNFRSF10B|8795",0.0907261770808897,5.38606144948947,0.406259322852913,0.539960928069394
"IL28RA|163702",-0.123088741066195,3.41892530526856,0.406487692865572,0.540198491620468
"DIABLO|56616",-0.0749896530752626,5.81226282209566,0.406508222670172,0.540198491620468
"RNF169|254225",0.0751819028615166,5.1814082303541,0.406570077656632,0.540234069016695
"GPHN|10243",-0.109663346413272,3.43975334111288,0.406648848124224,0.54029211494952
"TMEM41B|440026",-0.0683328553110088,4.8640746262048,0.407039205309652,0.540764103404653
"PLD3|23646",0.111457754879094,8.71463441681432,0.407219285249848,0.540904629540445
"TCEA2|6919",-0.0848238299331682,5.37191729388185,0.407248673594769,0.540904629540445
"SMYD4|114826",0.0887322999852951,3.65909714493164,0.407256523384468,0.540904629540445
"GOLGA4|2803",0.0746358109907724,5.89431598058355,0.407285484740662,0.540904629540445
"JPH1|56704",0.164161506188092,2.24134754493304,0.407565714278767,0.541230116779815
"HPCAL1|3241",-0.0965019469827805,5.9189616748098,0.40771086803195,0.541372459409852
"KPNB1|3837",-0.0553917088345799,7.7771969645488,0.407743216068281,0.541372459409852
"TXNIP|10628",-0.115645284782673,8.82295015018774,0.408300671169259,0.542009753311134
"CKAP2|26586",-0.0860052085331608,5.70859718555943,0.408330789586532,0.542009753311134
"FAM169A|26049",0.137147734728881,2.62093885645893,0.408357180671405,0.542009753311134
"CCDC78|124093",-0.19784807151162,2.82046071190217,0.408363994929267,0.542009753311134
"PDIA3P|171423",-0.0771646233736675,7.5403522003947,0.408631697233167,0.542318323338234
"LOC100130933|100130933",-0.283746454734699,0.0138463559683433,0.4088865103172,0.542609735640689
"NACC1|112939",0.107493380144796,8.08569526959791,0.40898196053052,0.542689634658291
"ARRDC3|57561",0.0933654317982824,6.62133733544104,0.409398118509841,0.543167480219459
"ATP11C|286410",-0.102984715086398,4.23295755256445,0.409412620488815,0.543167480219459
"USP36|57602",-0.0791410763999694,6.16127605994545,0.409491303640641,0.543221501905884
"IDS|3423",0.0813576015449751,7.21491911705988,0.409523892176467,0.543221501905884
"AP2B1|163",0.0630323735980004,7.63049818118732,0.40973516503956,0.543431728077697
"C19orf21|126353",0.145189609911657,5.79640350161765,0.409752957640765,0.543431728077697
"SLC9A3R2|9351",-0.10265918153021,7.15437571500432,0.409831330956067,0.543488861986951
"PARD3|56288",0.0758647151326532,6.2650898543665,0.409871178976025,0.543494900977509
"C13orf23|80209",0.0797876295154815,6.15258076028467,0.410057234035631,0.543694794809255
"FRMD8|83786",-0.0748385301194311,5.99885611109469,0.410513123398246,0.544252396660318
"SUMO3|6612",-0.073859053278256,7.70090561191393,0.41058955538618,0.544306866683178
"CELF1|10658",0.0626991229258746,6.95642175586881,0.410734919428904,0.544452700721847
"HOXA9|3205",0.345221149113351,2.17070419505231,0.410848086969035,0.54452477330746
"STARD10|10809",-0.117146242297989,5.82524563119942,0.410898933250937,0.54452477330746
"ACBD6|84320",-0.0640335586097753,5.18953880373108,0.410925675871016,0.54452477330746
"EXOC4|60412",0.0608323294591391,6.49860966927034,0.410930735152022,0.54452477330746
"SMARCD1|6602",0.0639431052336246,6.80863998438979,0.411214413041243,0.544853789917579
"GPR56|9289",0.116698053815862,8.35237591205938,0.411852274974707,0.545651998824358
"SERTAD1|29950",-0.112121685260282,4.2659134176623,0.411977284578698,0.545770664592858
"SLC6A8|6535",0.148061714643449,6.47316608684079,0.412117501371002,0.545909454074156
"CETN3|1070",-0.0891428722964934,3.86599682898944,0.412230462327176,0.546012118473781
"THOC6|79228",-0.0853442021778031,4.80591375497473,0.412276206235092,0.54602574179188
"FGF13|2258",0.188271516980699,2.29708754960901,0.412426274929709,0.546177520437099
"ZFR2|23217",-0.345141758628948,1.64514515183914,0.412514457702242,0.546247324289004
"C14orf145|145508",-0.107665019309961,2.3661523724129,0.412631922981409,0.546355888391291
"PTBP2|58155",-0.109563620108354,5.05173454676817,0.412844541611804,0.546587278387179
"KDM3A|55818",0.0650630991433276,6.2532326732448,0.412877668822629,0.546587278387179
"UGT3A2|167127",0.250832015762913,-0.479966645716409,0.41303739819199,0.546751731690746
"HMGB3|3149",-0.0896943974519428,5.94456322079133,0.413127482775389,0.546823973462112
"BMF|90427",0.122125828088375,5.60626413991157,0.41327046425921,0.54696621221552
"VTI1B|10490",-0.0686427561332184,5.61644706616985,0.413377361552667,0.54706067295888
"METT5D1|196074",-0.0697482112824798,3.73630274117531,0.413687070156596,0.547423493455479
"FITM2|128486",0.0963354076175847,1.83652294918195,0.413795177122289,0.54751949927016
"RTDR1|27156",-0.206346590141139,-0.360318628288422,0.41400560750126,0.547750867764576
"GTPBP5|26164",-0.0675423068598433,4.77600317710414,0.414141445545909,0.547883515460606
"TCTN1|79600",-0.093919135202618,5.19152797507756,0.414202671881563,0.547917442170277
"DEF8|54849",0.0744319341385576,5.03627456639858,0.414590262452759,0.548364157954677
"ALPP|250",0.346722988248834,4.23185601368343,0.414611591081649,0.548364157954677
"DPH1|1801",-0.0778737253790519,5.48633629415419,0.414858188975725,0.548643185506458
"NAPRT1|93100",-0.144053633952224,6.0772415760477,0.414955941844415,0.548678386565739
"CDSN|1041",-0.182296676023995,2.99789068814776,0.414987450026765,0.548678386565739
"MLLT6|4302",0.101427194709841,7.74568875614675,0.414991698703238,0.548678386565739
"TMEM192|201931",-0.076303075226345,4.33949428418473,0.415189970682923,0.548855342093357
"TOMM7|54543",-0.112771295299852,6.12088221554683,0.415196823173291,0.548855342093357
"C16orf46|123775",-0.0971502830720053,1.79305991151718,0.415284383488752,0.548923967497278
"CCNG1|900",0.101693552657019,7.38434386513827,0.41548257867692,0.549138806029173
"ARPC1B|10095",-0.0913638708771859,7.91376105363391,0.415591520762794,0.549235652954537
"FUCA1|2517",-0.0737277284823081,5.86816830853838,0.415813864597995,0.549482339392819
"C11orf46|120534",-0.0711184996283038,4.87153352297156,0.415853432325037,0.549487472487836
"USP42|84132",0.0751318833348548,4.97255229058966,0.416276787095998,0.5499501224528
"BCL9|607",0.0870798374655405,6.95044081499184,0.416297532562529,0.5499501224528
"NEK7|140609",0.0678464143805163,6.24315930578481,0.416341146456694,0.5499501224528
"C12orf76|400073",-0.0798767081825082,3.33471185970143,0.416376104727866,0.5499501224528
"CPVL|54504",0.138861767748149,5.29465779358739,0.416406834464475,0.5499501224528
"APPL2|55198",0.0689713547239896,5.51819396061604,0.416440754791706,0.5499501224528
"CDKN1C|1028",0.139934674393384,5.53931453637042,0.416463154868522,0.5499501224528
"RSPO4|343637",0.23859251066558,3.7552806399888,0.416489273851844,0.5499501224528
"CSDAP1|440359",-0.116896058817499,2.45576725735952,0.417187620034386,0.55082501594011
"BVES|11149",0.194452251640378,2.14166595937345,0.417315407242883,0.550935194863111
"SETD1A|9739",0.0598520073341795,6.39947689766684,0.417342622772789,0.550935194863111
"ACCN3|9311",-0.19804749209454,0.860092838450128,0.417517980934359,0.55111944011728
"ZFYVE21|79038",-0.0751743984320608,5.49126365874629,0.417669824914448,0.551272617970137
"TCL6|27004",-0.310224654805917,0.907620648466175,0.417774290440223,0.551363241214347
"OLR1|4973",0.142975417767252,3.72808576934014,0.417823270312109,0.551380627263361
"SRP14|6727",-0.0962643927248721,8.09081056222018,0.417971812091061,0.551500679508917
"AUH|549",-0.0780587751903276,3.74062212214681,0.417985871196089,0.551500679508917
"CENPB|1059",0.0722105803384366,6.8275235308426,0.418104497769982,0.551609934986288
"FZD5|7855",0.157889827942161,5.35975039122717,0.418209040857574,0.551700592835243
"FAM189A2|9413",-0.178161483956072,2.26319102530245,0.418325834390814,0.551807394533506
"XPOT|11260",-0.0740272432243267,6.71844451334737,0.418365884070224,0.551812954929112
"CD55|1604",-0.131992059656568,7.36498165242575,0.418675809244093,0.552174442150547
"BCL2L2|599",0.0785042030171641,5.08162290609722,0.418873649537744,0.552388055941742
"TMEM139|135932",0.124300740729534,5.78502619406285,0.419326674895964,0.552938128679821
"SNRPN|6638",0.140031144255185,6.81608629845779,0.419514032852319,0.553117893955675
"DOK7|285489",0.157156624201029,5.66896276352911,0.419552785654332,0.553117893955675
"PEX26|55670",0.0807894503780996,4.86249261319864,0.419592768418418,0.553117893955675
"TMPRSS5|80975",-0.157491735626857,-0.554152281374317,0.419651146744244,0.553117893955675
"DNAH10|196385",0.18306892196819,1.26534232697237,0.419664803118732,0.553117893955675
"PLEKHN1|84069",0.167099770004241,2.00979610501561,0.419703991727191,0.553117893955675
"SYT12|91683",-0.183474046792512,3.80688600244068,0.419714435409576,0.553117893955675
"SLC41A1|254428",0.080267638736919,5.73401083244358,0.419793359609942,0.553174563121128
"B4GALT4|8702",0.0754874382186635,4.82741528477252,0.419963163054996,0.553350966705218
"TATDN1|83940",-0.106249377003241,4.62340441703608,0.420120719141512,0.553511204146145
"DAG1|1605",0.0687710577660479,8.64879937769124,0.420349139319561,0.553764769987331
"ALDH18A1|5832",0.0613610079065072,6.97402702185131,0.420482256899249,0.553880304183216
"DYRK1A|1859",0.0582081354298898,6.26534540422687,0.420508775648157,0.553880304183216
"SH3GL3|6457",-0.220274037810096,0.532322815143233,0.420591349900342,0.553941686376614
"ZMYND19|116225",-0.0753564007957286,4.51347819023197,0.420745267231994,0.554097012751687
"EML3|256364",-0.0805099047273278,5.87642375394729,0.420901818818317,0.554255781424942
"SNX17|9784",-0.0616338401179135,7.2402929067243,0.421060980120546,0.554417959202761
"RPL6|6128",-0.0967196603244757,9.12274550812946,0.421250986186004,0.554616939688123
"CD33|945",-0.118073187224756,1.92394553087458,0.421284131666471,0.554616939688123
"KIAA0090|23065",-0.0710040050621473,6.00085108451894,0.42132889615206,0.554628455449271
"SLC25A27|9481",-0.141879830981722,2.7753723261239,0.421497100893578,0.554802449496555
"EP400NL|347918",0.0970791788317887,2.77869797425532,0.42209265168454,0.555506570517352
"FAM105B|90268",-0.0670298032732967,4.45408195438953,0.422106576707531,0.555506570517352
"SLU7|10569",0.0652793075866736,5.58954978019131,0.422152627398891,0.555506570517352
"C14orf21|161424",-0.0756729101896185,3.75226102794265,0.422176335785737,0.555506570517352
"CCNL2|81669",0.102762858370694,6.687921280357,0.422217018138634,0.555512633485716
"FHOD1|29109",0.0763574946602605,4.55037003571472,0.422356061017791,0.555648097702944
"ZNF252|286101",0.0854945974084757,5.8085510849394,0.422442105889087,0.555700117154997
"ELMO2|63916",0.0605307897693578,6.24979520305911,0.422467775279794,0.555700117154997
"UBE2W|55284",-0.0700195976515925,5.50340793941811,0.422555478663723,0.555768006144745
"MAPKAP1|79109",0.0523016068382384,6.63041168937182,0.422608884309246,0.555790777135373
"DNAH9|1770",-0.263270219264273,1.53271770084003,0.422748094272176,0.555926379478842
"ZNF677|342926",0.114115245910573,1.7836859729974,0.422876379230674,0.5560475931836
"ZNF215|7762",-0.196296714128992,-0.284552760980017,0.422960068100554,0.556110151014381
"N4BP3|23138",0.130795800123278,4.2274368558856,0.423183249731947,0.55631497983237
"TTC33|23548",-0.0720850590418414,4.1310844616878,0.423188107913266,0.55631497983237
"ARID5A|10865",-0.0781345461966853,4.68933322201678,0.423665872306355,0.556856906275931
"LYSMD4|145748",-0.0862508902008283,2.83736630508323,0.423672674454757,0.556856906275931
"SLC19A3|80704",-0.212486269585213,3.12100617894536,0.423918072259213,0.557131893378818
"DCAF12L2|340578",0.223154502236812,-0.00382505378173678,0.424322752623894,0.557616151873643
"LAMB3|3914",0.147047725037308,6.5993982445382,0.424513633198077,0.557782984987882
"RAB2A|5862",-0.0678342184670448,6.43872851651247,0.424522149753749,0.557782984987882
"UBE2O|63893",-0.0694201705992564,5.83211661997318,0.424729294131985,0.558007542047474
"CDK11B|984",-0.0758105636371925,5.26146658112437,0.42489548319294,0.558178258461703
"AMMECR1|9949",-0.100292437360516,5.190555978177,0.425254764980183,0.558602586874507
"ZNF81|347344",0.0976268320928484,2.41300812657275,0.425606470251968,0.559016891454287
"AACS|65985",-0.0776566417350647,5.31799884433716,0.425728089221015,0.559128942082253
"METT11D1|64745",-0.0920067087759868,5.01886762162077,0.425903335553805,0.559311398958984
"C14orf118|55668",-0.0732728953875067,3.38384131453575,0.425974372928244,0.559356985479835
"SMC2|10592",-0.0837596325160541,5.22273169852532,0.426157014496221,0.559549101827022
"NCRNA00174|285908",-0.11250132982599,3.96224671231972,0.426287841660408,0.55967315830238
"ST3GAL5|8869",0.101706390715926,3.29021671857802,0.426462185876657,0.559812621106796
"SLC35E4|339665",-0.126876756673478,3.10743776505684,0.426466774349232,0.559812621106796
"PRPF18|8559",-0.0796028809703258,4.29534035353459,0.426541393927832,0.559862847348677
"RELN|5649",-0.323761246877827,3.14944120629235,0.426661484399072,0.559972743395662
"NLRX1|79671",0.0832380664243062,4.92960330401574,0.426720635107263,0.560002647010119
"FNTB|2342",0.0650070945277732,5.30251617787778,0.426827644772907,0.560076490082489
"SCN11A|11280",0.189423828669647,-0.463512221802065,0.426849645276192,0.560076490082489
"MBOAT7|79143",0.0828728502104407,7.1179821575791,0.426903441623474,0.560099352267178
"KIAA0182|23199",0.0846340837278004,6.39003138498863,0.427235957792987,0.560455264726907
"MAOB|4129",0.177900047987779,4.54180960565403,0.427247506502316,0.560455264726907
"MGC21881|389741",0.101475323921435,3.07632068143205,0.427305546473741,0.560483655038257
"ACE|1636",-0.101773582522731,5.09616555246391,0.427657814895114,0.560897938128767
"FHAD1|114827",-0.203574915602033,2.30443469132933,0.427906318279918,0.56113715869616
